record,cell_line,representation,r_gamma,r_gamma_normalised,ceiling,replicate,p_value,z,null_mean,null_sd
hallmark_permuted_null,RPE1,hallmark_null,-0.001734529865,-0.002389249041,0.7259728205,73,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.0001229382228,0.0001640732172,0.7492887928,74,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.01206180028,-0.01562237365,0.7720849944,75,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.001947475053,0.002609967364,0.7461683545,76,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.01031546362,-0.01325173047,0.7784238931,77,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.01339272872,-0.01760666667,0.7606623658,78,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02240675343,-0.03102143401,0.7222990858,79,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.01460838038,-0.01911636508,0.76418191,80,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.009131773159,0.01232103521,0.7411530771,81,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.03254138282,0.04149368603,0.7842490252,82,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.03636500228,0.04736399022,0.7677774215,83,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.03914633674,0.05307303106,0.7375937638,84,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.008241179833,-0.01177651949,0.6997975791,85,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.03401736658,0.04416795165,0.7701821188,86,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.04806253848,-0.07083274087,0.6785356303,87,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.0224100013,0.03062213964,0.7318234964,88,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.03883906717,0.04971285352,0.7812681113,89,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.0336936819,0.04177735689,0.8065058302,90,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.006722931732,0.009084090536,0.7400775791,91,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.01512125363,-0.02050994569,0.7372644404,92,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.001275162642,0.001794713083,0.7105105846,93,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.05110695697,0.06460818256,0.7910291691,94,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.006674235647,0.00929629989,0.7179453896,95,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.03164177563,0.04213610976,0.750942026,96,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.01666481288,0.022538036,0.7394083886,97,,,,
hallmark_permuted_null,RPE1,hallmark_null,-0.02660625624,-0.03778116961,0.7042200258,98,,,,
hallmark_permuted_null,RPE1,hallmark_null,0.03268497934,0.04342398111,0.7526942142,99,,,,
hallmark_test,HepG2,,,,,,0.8415841584,-0.8921211719,0.06462512118,0.03681727324
hallmark_test,Jurkat,,,,,,0.009900990099,6.819972478,0.3776898007,0.03240831974
hallmark_test,K562,,,,,,0.009900990099,6.097158212,0.3049375601,0.05690867346
hallmark_test,RPE1,,,,,,0.009900990099,4.525373645,0.01447438521,0.03966013229
observed,HepG2,hallmark,0.02546453505,0.03177965223,0.8012842579,-1,,,,
observed,HepG2,reactome,0.06629001008,0.09116887698,0.7271122808,-1,,,,
observed,HepG2,genes,0.03283120531,0.06154499049,0.5334504896,-1,,,,
observed,Jurkat,hallmark,0.5103102189,0.5987136494,0.8523443877,-1,,,,
observed,Jurkat,reactome,0.3685646836,0.4679085986,0.7876852117,-1,,,,
observed,Jurkat,genes,0.2172514076,0.3716115891,0.5846195705,-1,,,,
observed,K562,hallmark,0.5699436634,0.6519187458,0.8742556753,-1,,,,
observed,K562,reactome,0.4373176594,0.5362320271,0.8155381203,-1,,,,
observed,K562,genes,0.1847875903,0.3046417752,0.6065733769,-1,,,,
observed,RPE1,hallmark,0.1817084304,0.1939513026,0.9368765659,-1,,,,
observed,RPE1,reactome,0.1749177901,0.1947361795,0.8982295459,-1,,,,
observed,RPE1,genes,0.001722713349,0.002318528935,0.7430199913,-1,,,,
reactome_test,HepG2,,,,,,0.09523809524,1.536828775,0.06341005846,0.01806240159
reactome_test,Jurkat,,,,,,0.04761904762,5.09114734,0.3761762634,0.01801800833
reactome_test,K562,,,,,,0.04761904762,7.906422271,0.3052504241,0.02921442785
reactome_test,RPE1,,,,,,0.04761904762,7.913132334,0.007732067921,0.02363212236
